ARC DT

Purchase Bills
Vendor:,All Vendors
Tax%:,All Taxes
From Date:,08/01/2019
To Date:,31/08/2019
Tax Component Break Up:,No
UOM:,Base UOM
Bill ID,Bill Date,CreditTerm,Payment Date,InvoiceReference,Vendor,Gross Amount,Tax Amount,Trade Discount%,Trade Discount Amount,Inv Disc% Total,Inv Disc/Unit Total,Othr Disc% Total,Othr Disc/Unit Total,Product Discount Amount,Adjustment Amount,Adjusted Amount,Net Amount,GRNID,GRN DATE,Status,Original Bill,Branch,ST,CST,Tax Type,GSTINOfVendor,FromStatecode,ToStatecode,ODNumber,Item Code,Item Name,Batch,Expiry,UOM,Quantity,PFM,Net PTS,Original PTS,PTR,MRP Per Pack,Goods Value,Gross Amount,Total Discount%,Total Discount/Unit,Inv Disc%,Inv Disc% Amt,Inv Disc/Unit,Inv Disc/Unit Amt,Inv Disc Total,Othr Disc%,Othr Disc% Amt,Othr Disc/Unit,Othr Disc/Unit Amt,Othr Disc Total,Product Discount Amount,Surcharge,Tax Suffered,Tax Amount,Total,HSNCode
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FA9898A,MAD ANGLES RS 5 PERI PERI_FA9898A,E04AUG19-230,,KG,19.44,219.25,213.11,219.25,226.62,5.00,4262.22,4142.88,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,119.34,0.00,0.00,119.34,119.34,0.00,0.00,497.15,4640.02,2106
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FA9898B,MAD ANGLES RS 10 PERI PERI_FA9898B,E16AUG19-240,,KG,4.32,197.33,191.80,197.33,203.96,10.00,852.47,828.60,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,23.87,0.00,0.00,23.87,23.87,0.00,0.00,99.43,928.03,2106
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FB101005,DARK FANTASY CHOCO FILLS 20G_FB101005,B11100819-250,,KG,8.00,358.52,348.48,358.52,371.21,10.00,2868.16,2787.85,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,80.31,0.00,0.00,80.31,80.31,0.00,0.00,501.81,3289.66,1905
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FB102112,DARK FANTASY COFFEE FILLS 75G(64)_FB102112,B11200719-270,,KG,14.40,286.82,278.79,286.82,296.97,30.00,4130.21,4014.56,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,115.65,0.00,0.00,115.65,115.65,0.00,0.00,722.62,4737.18,1905
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FB207200,DARK FANTASY BOURBON 120G_FB207200,B08090819-290,,KG,14.40,124.94,121.44,124.94,129.36,20.00,1799.14,1748.76,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,50.38,0.00,0.00,50.38,50.38,0.00,0.00,314.78,2063.54,1905
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FB213211,BOUNCE DREAM CREAM STRBY VANILA120_FB213211,B11130819-300,,KG,5.76,122.71,119.27,122.71,127.05,20.00,706.81,687.02,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,19.79,0.00,0.00,19.79,19.79,0.00,0.00,123.66,810.68,1905
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FB452123T,SF MOMS MAGIC CASHEW&ALMDS 60G_FB452123T,B17060819-330,,KG,12.96,124.45,120.97,124.45,128.86,10.00,1612.87,1567.71,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,45.16,0.00,0.00,45.16,45.16,0.00,0.00,282.19,1849.90,1905
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FB452526T,SF MOMS MAGIC CASW&ALMD 200G_FB452526T,B17060719-340,,KG,4.00,149.34,145.16,149.34,154.63,40.00,597.36,580.63,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,16.73,0.00,0.00,16.73,16.73,0.00,0.00,104.51,685.15,1905
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FB453900,SF MOMS MAGIC FRUIT & MILK 200G_FB453900,B17020819-350,,KG,12.00,149.34,145.16,149.34,154.63,40.00,1792.08,1741.90,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,50.18,0.00,0.00,50.18,50.18,0.00,0.00,313.54,2055.44,1905
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FB501121,SUNFEAST HIFI BUTTER COOKIES 36G D_FB501121,B14120819-370,,KG,41.47,102.26,99.40,102.26,105.88,5.00,4240.93,4122.18,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,118.75,0.00,0.00,118.75,118.75,0.00,0.00,741.99,4864.17,1905
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FB502122,SUNFEAST HIFI CASHEWCOOKIES36+4.5G_FB502122,B14070819-380,,KG,17.50,90.90,88.35,90.90,94.12,5.00,1590.39,1545.86,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,44.53,0.00,0.00,44.53,44.53,0.00,0.00,278.25,1824.11,1905
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FB701314,SUNFEAST MARIE LIGHT RCH TST 120G_FB701314,B08270719-390,,KG,12.00,92.03,89.45,92.03,95.29,15.00,1104.36,1073.44,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,30.92,0.00,0.00,30.92,30.92,0.00,0.00,193.22,1266.66,1905
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FB701426,SUNFEAST MARIE LIGHT RT200G(20PR)_FB701426,B17120819-400,,KG,18.00,73.63,71.57,73.63,76.24,20.00,1325.34,1288.23,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,37.11,0.00,0.00,37.11,37.11,0.00,0.00,231.88,1520.11,1905
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FB702212,SUNFEAST MARIE LIGHT OATS 200G_FB702212,B21070819-410,,KG,6.00,92.03,89.45,92.03,95.29,25.00,552.18,536.72,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,15.46,0.00,0.00,15.46,15.46,0.00,0.00,96.61,633.33,1905
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FB9621LN,TEDHE MEDHE RS.5 MASALA SOUTH_FB9621LN,E07AUG19-470,,KG,20.25,175.40,170.49,175.40,181.29,5.00,3551.85,3452.40,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,99.45,0.00,0.00,99.45,99.45,0.00,0.00,414.29,3866.69,2106
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FB9622BN,TEDHE MEDHE RS.10 MASALA SOUTH_FB9622BN,E14AUG19-480,,KG,9.60,157.86,153.44,157.86,163.16,10.00,1515.46,1473.02,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,42.43,0.00,0.00,42.43,42.43,0.00,0.00,176.76,1649.79,2106
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FN1555,YIPPEE MOOD MASALA NOODLES 280G_FN1555,D01JUL19-550,,KG,13.44,155.95,151.58,155.95,161.19,55.00,2095.97,2037.28,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,58.69,0.00,0.00,58.69,58.69,0.00,0.00,244.47,2281.75,1902
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,FXN200009,NO RULZ RS.5 TOMATO FREE TOY_FXN200009,M04AUG19-610,,KG,6.75,263.10,255.73,263.10,271.94,5.00,1775.93,1726.20,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,49.73,0.00,0.00,49.73,49.73,0.00,0.00,207.14,1933.34,2106
B79,23/08/2019,Credit 0 days,23/08/2019,21178618,ITC LIMITED,42267.84,6101.35,0.00,0.00,0.00,0.00,1183.50,0.00,1183.50,0.00,0.00,47185.69,G79,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032999,GrandTotal:,,,,,320.63,3383.03,3288.31,3383.03,3500.09,439.00,42267.84,41084.34,61.60,0.00,0.00,0.00,0.00,0.00,0.00,61.60,1183.50,0.00,0.00,1183.50,1183.50,0.00,0.00,6101.35,47185.69
B80,23/08/2019,Credit 0 days,23/08/2019,21178617,ITC LIMITED,10937.67,546.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11484.55,G80,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032998,11016,MD84 Treya - NP(NEW KLD)_11016,0719CR-160,,M_S,5.04,459.19,459.19,459.19,473.65,50.00,2314.32,2314.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115.72,2430.03,3307 41 00
B80,23/08/2019,Credit 0 days,23/08/2019,21178617,ITC LIMITED,10937.67,546.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11484.55,G80,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032998,11249,MD14 Bouquet - Fragrance Plus_11249,719-170,,M_S,6.72,550.77,550.77,550.77,568.12,10.00,3701.17,3701.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.06,3886.23,3307 41 00
B80,23/08/2019,Credit 0 days,23/08/2019,21178617,ITC LIMITED,10937.67,546.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11484.55,G80,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032998,11484,MD14 FOT Sandal Tradition_11484,0718SI-180,,M_S,3.02,1097.56,1097.56,1097.56,1132.13,20.00,3319.02,3319.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.95,3484.97,3307 41 00
B80,23/08/2019,Credit 0 days,23/08/2019,21178617,ITC LIMITED,10937.67,546.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11484.55,G80,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032998,9859,CHEETAFIGHT WAX 35Sticks 6s_9859,0719JO-150,,M_S,2.40,667.98,667.98,667.98,685.51,10.00,1603.15,1603.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.16,1683.31,3605 00 10
B80,23/08/2019,Credit 0 days,23/08/2019,21178617,ITC LIMITED,10937.67,546.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11484.55,G80,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032998,GrandTotal:,,,,,17.18,2775.50,2775.50,2775.50,2859.42,90.00,10937.67,10937.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,546.88,11484.55
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,PENDO0259,Engage Rush Deo 165ml-NC_PENDO0259,M00070619-130,,L,1.98,819.56,792.51,819.56,848.57,190.00,1622.73,1569.18,3.30,0.00,0.00,0.00,0.00,0.00,0.00,3.30,53.55,0.00,0.00,53.55,53.55,0.00,0.00,282.45,1851.63,3307 20 00
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,PENDO0260,Engage Mate Deo 165ml-NC_PENDO0260,M00480619-140,,L,1.98,819.56,792.51,819.56,848.57,190.00,1622.73,1569.18,3.30,0.00,0.00,0.00,0.00,0.00,0.00,3.30,53.55,0.00,0.00,53.55,53.55,0.00,0.00,282.45,1851.63,3307 20 00
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,PENDO0261,Engage Urge Deo 165ml-NC_PENDO0261,M00090719-150,,L,1.98,819.56,792.51,819.56,848.57,190.00,1622.73,1569.18,3.30,0.00,0.00,0.00,0.00,0.00,0.00,3.30,53.55,0.00,0.00,53.55,53.55,0.00,0.00,282.45,1851.63,3307 20 00
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,PENPK0049,Engage ON Man Assorted 18.4ml_PENPK0049,M00320519-170,,L,2.21,2320.84,2244.25,2320.84,2403.00,60.00,5124.41,4955.31,3.30,0.00,0.00,0.00,0.00,0.00,0.00,3.30,169.11,0.00,0.00,169.11,169.11,0.00,0.00,891.96,5847.26,3303 00 10
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,PENPS0015,Engage M1 Perfume Spray 120ml-NC_PENPS0015,M00440719-180,,L,1.44,1186.21,986.93,1186.21,1228.20,200.00,1708.14,1421.17,16.80,0.00,0.00,0.00,0.00,0.00,0.00,16.80,286.97,0.00,0.00,286.97,286.97,0.00,0.00,255.81,1676.99,3303 00 10
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,PENPS0016,Engage M2 Perfume Spray 120ml-NC_PENPS0016,M00670719-190,,L,2.88,1186.21,986.93,1186.21,1228.20,200.00,3416.28,2842.35,16.80,0.00,0.00,0.00,0.00,0.00,0.00,16.80,573.94,0.00,0.00,573.94,573.94,0.00,0.00,511.62,3353.97,3303 00 10
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,PENPS0017,Engage M3 Perfume Spray 120ml-NC_PENPS0017,M00090619-200,,L,1.44,1186.21,986.93,1186.21,1228.20,200.00,1708.14,1421.17,16.80,0.00,0.00,0.00,0.00,0.00,0.00,16.80,286.97,0.00,0.00,286.97,286.97,0.00,0.00,255.81,1676.99,3303 00 10
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,PENPS0018,Engage M4 Perfume Spray 120ml-NC_PENPS0018,M00090719-210,,L,1.44,1186.21,986.93,1186.21,1228.20,200.00,1708.14,1421.17,16.80,0.00,0.00,0.00,0.00,0.00,0.00,16.80,286.97,0.00,0.00,286.97,286.97,0.00,0.00,255.81,1676.99,3303 00 10
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,PENPS0019,Engage W1 Perfume Spray 120ml-NC_PENPS0019,M00930719-220,,L,1.44,1186.21,986.93,1186.21,1228.20,200.00,1708.14,1421.17,16.80,0.00,0.00,0.00,0.00,0.00,0.00,16.80,286.97,0.00,0.00,286.97,286.97,0.00,0.00,255.81,1676.99,3303 00 10
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,PFDSG0206,FIAMA SG P&A(MD)100ml+Loofah Offer_PFDSG0206,H00061118-240,,L,1.20,409.24,395.74,409.24,423.73,55.00,491.09,474.88,3.30,0.00,0.00,0.00,0.00,0.00,0.00,3.30,16.21,0.00,0.00,16.21,16.21,0.00,0.00,85.48,560.36,3307 30 90
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,PFDSG0211,FIAMA SG B&B(ED)100ml+LoofahOffer_PFDSG0211,H00021218-250,,L,1.20,409.24,395.74,409.24,423.73,55.00,491.09,474.88,3.30,0.00,0.00,0.00,0.00,0.00,0.00,3.30,16.21,0.00,0.00,16.21,16.21,0.00,0.00,85.48,560.36,3307 30 90
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,PFDSG0212,FIAMA SG L&Jo(CS)100ml+LoofahOffer_PFDSG0212,H00111218-260,,L,1.20,409.24,395.74,409.24,423.73,55.00,491.09,474.88,3.30,0.00,0.00,0.00,0.00,0.00,0.00,3.30,16.21,0.00,0.00,16.21,16.21,0.00,0.00,85.48,560.36,3307 30 90
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,PFDSO0343,FIAMA Men GBB RP 125g_PFDSO0343,900180719-270,,KG,4.50,406.21,392.81,406.21,420.59,67.00,1827.95,1767.62,3.30,0.00,0.00,0.00,0.00,0.00,0.00,3.30,60.32,0.00,0.00,60.32,60.32,0.00,0.00,318.17,2085.79,3401 11 90
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,PNMFC0035,Nimyle FloorCleaner Herbal475ml-NP_PNMFC0035,G0507191N-280,,L,34.20,115.92,112.09,115.92,120.02,74.00,3964.46,3833.64,3.30,0.00,0.00,0.00,0.00,0.00,0.00,3.30,130.83,0.00,0.00,130.83,130.83,0.00,0.00,690.05,4523.69,3808 94 00
B81,23/08/2019,Credit 0 days,23/08/2019,21178615,ITC LIMITED,27507.13,4538.84,0.00,0.00,0.00,0.00,2291.33,0.00,2291.33,0.00,0.00,29754.64,G81,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032996,GrandTotal:,,,,,59.09,12460.42,11248.53,12460.42,12901.52,1936.00,27507.13,25215.80,113.70,0.00,0.00,0.00,0.00,0.00,0.00,113.70,2291.33,0.00,0.00,2291.33,2291.33,0.00,0.00,4538.84,29754.64
B82,23/08/2019,Credit 0 days,23/08/2019,21178614,ITC LIMITED,86510.26,8010.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94520.44,G82,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032995,11008,MD84 Sandal - NP(NEW KLD)_11008,0719-40,,M_S,25.20,459.19,459.19,459.19,473.65,50.00,11571.59,11571.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,578.58,12150.17,3307 41 00
B82,23/08/2019,Credit 0 days,23/08/2019,21178614,ITC LIMITED,86510.26,8010.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94520.44,G82,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032995,11009,MD Sambrani 20_11009,1919-50,,M_S,14.40,486.43,486.43,486.43,501.75,15.00,7004.59,7004.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.23,7354.82,3307 41 00
B82,23/08/2019,Credit 0 days,23/08/2019,21178614,ITC LIMITED,86510.26,8010.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94520.44,G82,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032995,11017,MD84 FOT - NP(NEW KLD)_11017,0719-60,,M_S,15.12,459.19,459.19,459.19,473.65,50.00,6942.95,6942.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.15,7290.10,3307 41 00
B82,23/08/2019,Credit 0 days,23/08/2019,21178614,ITC LIMITED,86510.26,8010.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94520.44,G82,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032995,11254,MD Rs 20 Pushpanjali_11254,0719-70,,M_S,4.03,550.76,550.76,550.76,568.11,20.00,2220.66,2220.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111.03,2331.70,3307 41 00
B82,23/08/2019,Credit 0 days,23/08/2019,21178614,ITC LIMITED,86510.26,8010.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94520.44,G82,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032995,11477,MD84 Lavender(UNLOCKED)_11477,0719-80,,M_S,5.04,459.19,459.19,459.19,473.65,50.00,2314.32,2314.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115.72,2430.03,3307 41 00
B82,23/08/2019,Credit 0 days,23/08/2019,21178614,ITC LIMITED,86510.26,8010.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94520.44,G82,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032995,11758,MD Sadhvi 100 (UNLOCKED)_11758,0719-90,,M_S,10.80,245.30,245.30,245.30,253.03,35.00,2649.24,2649.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.46,2781.70,3307 41 00
B82,23/08/2019,Credit 0 days,23/08/2019,21178614,ITC LIMITED,86510.26,8010.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94520.44,G82,23/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100032995,11784,MD14DEETYAA COMBO123(VISIBILITY)_11784,0219-100,,M_S,6.72,550.76,550.76,550.76,568.11,10.00,3701.11,3701.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.06,3886.16,3307 41 00
